// for mobs
// mob_id,sprite_id,equip #
// Use another mob's sprite for a monster.  0 for sprite will disable mob.
// Mob must have an equipment it's pet counterpart can use or it will cause problems.  If no equip use 0.
// The following if a player sprite is used
// MobID,SpriteID,Sex,Hair,Hair_Color,Weapon,Shield,Head_Top,Head_Middle,Head_Bottom,Option,Dye_Color
// Use Item ID for weapons and shields, not View ID.

//1002,1039	//Poring,Baphomet (Make Porings look like Baphomet)
//1970,1002,10013	// new mob that looks like a Poring with a backpack

// Easter Event Monsters
//1920,1047,0
//1921,1093,0

// eAthena Dev Team
// Valaris
//1900,4013,1,1,1,1254,0,67,12,54,16,1
// Valaris Worshiper
//1901,6,1,1,1,1219,2101,67,12,54,0,1
// MC Cameri
//1902,14,1,6,6,1101,2105,0,0,0,32,3
// Poki#3
//1903,4012,1,21,0,1720,0,102,184,57,16,0
// Sentry
//1904,1286,0

// iRO Halloween Event 2008
//3000,1015,0
//3001,1036,0
//3002,1298,0

// iRO Halloween Event 2009
//3014,1179,0
//3015,1272,0

//2000,25,1,25,0,13010,0,240,0,0,0,189
2011,1907,0
2012,1586,0
2100,1623,0
2101,1768,0
2102,1751,0
2103,1252,0
2104,1916,0

2105,1907,0
2106,1908,0
2107,1288,0

2501,1002,0
2502,1514,0
2503,1322,0
2504,2068,0
2505,2070,0
2506,2071,0
2507,2072,0
2508,2073,0

2701,1247,0
2702,1915,0
2703,1247,0

2708,4016,1,49,0,1816,0,0,468,0,0,85

//== • Arsinoe
//Morts-Vivants

3800,1961,0
3801,1028,0
3802,1290,0
3803,1152,0
3804,1177,0
3805,1957,0
3806,1875,0
3807,1875,0

//contrebandiers

3808,1208,0
3809,1584,0

//orcs

3810,1023,0
3811,1222,0
3812,1189,0
3813,1190,0


//Armée des Ombres

3814,1260,0
3815,1151,0
3816,1198,0
3817,1219,0
3818,1272,0

//Bandits

3819,1208,0
3820,1839,0
3821,2031,0


//Armée Gobeline

3822,1122,0
3823,1125,0
3824,1534,0
3825,1577,0
3826,1124,0
3827,1577,0
3828,1308,0
3829,1280,0
3830,1980,0
3831,1980,0
3832,1539,0
3833,1149,0
3834,1310,0

//Plante

3835,1880,0

//Monstres des Montagnes

3836,1243,0
3837,1998,0
3838,1990,0
3839,1628,0

//Monstres des Cavernes

3840,1198,0
3841,1163,0
3842,1276,0

//Les Enfants de Danifae

3843,1147,0
3844,2018,0 //Duneyrr
3845,2024,0 //Bradium Golem

//La Tour des Etoiles

3846,1111,0
3847,1365,0
3848,1296,0
3849,1282,0
3850,1956,0

//Jungle

3851,2073,0 //Jaguar
3852,1144,0
3853,1119,0
3854,1084,0

//Temple Solitude

3855,1779,0

//Raymond Barre

3856,1584,0

//Dragon de Gondar

3857,2022,0

//Lalibela

3858,1704,0
3859,1706,0

//Académie

3860,1046,0

//Salle Royale

3861,1768,0
3862,1313,0

//Combat Final

3863,1957,0
3864,1092,0
3865,1198,0

//Gondar

3866,1366,0

//Empire de Rana

3867,1497,0
3868,1495,0
3869,1493,0
3870,1688,0
3871,1880,0
3872,1499,0
3873,1499,0
3874,1498,0
3875,1904,0

//OmbreTerre

3876,1071,0
3877,1290,0
3878,1593,0
3879,1038,0
3880,1041,0
3881,2069,0
3882,1044,0
3883,1077,0
3884,1014,0
3885,1163,0
3886,1870,0
3887,1140,0

//Urunesti

3888,1492,0
3889,1492,0


//Sidon

3890,1141,0
3891,1064,0
3892,1274,0
3893,1264,0
3894,1418,0
3895,1312,0

//Kargah

3896,1987,0
3897,1874,0
3898,1702,0
3899,1038,0

//Entrainement des Mages

3900,1002,0
3901,1031,0
3902,1595,0
3903,1836,0
3904,1582,0
3905,1096,0
3906,1388,0
3907,1904,0

//Marathon

3908,1904,0

//Néraka

3909,1112,0
3910,1782,0
3911,1276,0
3912,1163,0
3913,1200,0
3914,1708,0
3915,1143,0
3916,1262,0
3917,1040,0
3918,2018,0
3919,1418,0

//Gnoll

3920,1752,0
3921,1753,0
3922,1507,0
3923,1504,0
3924,1268,0

//Abysses

3925,2152,0
3926,2154,0
3927,2087,0
3928,2020,0
3929,1719,0
3930,1389,0
3931,1418,0
3932,1768,0
3933,1885,0
3934,1920,0
3935,1921,0
3936,2086,0
3937,2092,0

3938,1871
3939,1832
3940,1957

